,parcel_id,bath,bed,sqft_calc,fips,yearbuilt,appraised_value,tax_amount
3396,13055011,3.0,3.0,2043.0,6037.0,1987.0,708000.0,8175.95
3397,14164286,3.5,4.0,3119.0,6059.0,2001.0,750030.0,8502.16
3398,10876631,1.0,3.0,1204.0,6037.0,1922.0,385794.0,10428.83
3399,14205179,3.5,5.0,3573.0,6059.0,1998.0,989000.0,10493.04
3400,12916517,1.0,2.0,762.0,6037.0,1954.0,139469.0,2029.28
3401,14304447,3.0,5.0,2575.0,6059.0,1970.0,657151.0,6704.4
3402,14489932,2.0,3.0,1320.0,6059.0,1968.0,82006.0,791.56
3403,12507913,2.0,3.0,1797.0,6037.0,1951.0,74922.0,1426.05
3404,11079167,3.0,4.0,2417.0,6037.0,1976.0,530286.0,6616.09
3405,11135699,4.0,5.0,3642.0,6037.0,2001.0,953403.0,12045.85
3406,12986372,1.0,3.0,1293.0,6037.0,1950.0,43543.0,886.36
3407,11343067,2.0,3.0,1200.0,6037.0,1983.0,418000.0,5734.01
3408,14164146,2.0,3.0,2061.0,6059.0,1959.0,668034.0,7341.64
3409,11631742,1.0,2.0,1140.0,6037.0,1925.0,89839.0,1117.79
3410,13065653,2.0,4.0,1200.0,6037.0,1954.0,240200.0,3104.13
3411,14219290,3.0,3.0,2311.0,6059.0,1992.0,761000.0,8209.02
3412,11809771,3.0,4.0,2180.0,6037.0,1910.0,681353.0,8249.65
3413,12929222,2.0,3.0,1291.0,6037.0,1954.0,212795.0,2831.39
3414,11080378,2.0,4.0,1844.0,6037.0,1974.0,394263.0,5045.82
3415,11692530,2.0,3.0,1740.0,6037.0,1953.0,159630.0,2057.91
3416,10739582,2.0,4.0,1781.0,6037.0,1964.0,488077.0,5759.98
3417,12012185,1.0,3.0,1320.0,6037.0,1918.0,77625.0,1152.96
3418,12220142,1.0,2.0,520.0,6037.0,1924.0,201239.0,2710.81
3419,11924486,2.0,2.0,2332.0,6037.0,1950.0,873115.0,10214.02
3420,12929456,2.0,3.0,1404.0,6037.0,1957.0,150759.0,2045.85
3421,14441490,2.0,3.0,1521.0,6059.0,1978.0,453144.0,5524.04
3422,17206110,2.0,4.0,1823.0,6111.0,1978.0,500000.0,5475.14
3423,14113792,2.5,4.0,2718.0,6059.0,1994.0,483601.0,5581.36
3424,12156046,3.0,4.0,2759.0,6037.0,1966.0,155662.0,2627.1
3425,10758196,3.0,4.0,3096.0,6037.0,2002.0,727925.0,8973.62
3426,14165581,3.5,4.0,3742.0,6059.0,2005.0,1361000.0,15479.88
3427,10990360,2.0,2.0,1856.0,6037.0,1960.0,88391.0,1208.42
3428,12851957,2.0,3.0,1490.0,6037.0,1964.0,133899.0,2013.33
3429,10780968,2.0,3.0,1465.0,6037.0,1956.0,222741.0,2871.49
3430,12474338,2.0,3.0,1729.0,6037.0,1969.0,507000.0,6300.56
3431,14176664,2.0,3.0,1620.0,6059.0,1968.0,516444.0,6242.1
3432,11350262,4.0,5.0,3368.0,6037.0,2001.0,643000.0,10276.58
3433,14310727,4.5,4.0,2754.0,6059.0,1974.0,957704.0,9661.84
3434,12792410,2.0,4.0,1666.0,6037.0,1963.0,512700.0,6068.42
3435,17191915,3.0,4.0,2967.0,6111.0,1983.0,482031.0,5127.02
3436,12099698,4.0,5.0,3260.0,6037.0,1937.0,184275.0,2488.15
3437,12796641,2.0,2.0,1200.0,6037.0,1949.0,360301.0,4333.02
3438,11294300,2.0,4.0,1480.0,6037.0,1971.0,78317.0,1722.97
3439,14389678,2.5,4.0,2499.0,6059.0,1979.0,320447.0,3248.4
3440,10875713,2.0,3.0,1747.0,6037.0,1966.0,366056.0,6123.49
3441,11344614,3.0,3.0,1450.0,6037.0,1988.0,472000.0,6970.24
3442,12733560,2.0,3.0,1383.0,6037.0,1960.0,83825.0,1335.1
3443,12733517,2.0,3.0,1260.0,6037.0,1962.0,242996.0,3015.89
3444,11648149,6.0,4.0,3988.0,6037.0,1939.0,2455000.0,29839.87
3445,12803353,2.0,3.0,1542.0,6037.0,1948.0,327117.0,11547.05
3446,10778167,1.0,3.0,1220.0,6037.0,1949.0,500000.0,6093.43
3447,13951594,1.0,2.0,1083.0,6059.0,1917.0,386217.0,4810.12
3448,13951593,1.0,1.0,560.0,6059.0,1949.0,291569.0,3722.1
3449,17252804,2.0,3.0,1215.0,6111.0,1971.0,431814.0,5081.56
3450,11935315,2.0,3.0,1874.0,6037.0,1907.0,428204.0,5276.62
3451,12326591,1.0,2.0,803.0,6037.0,1942.0,345184.0,4351.1
3452,14174020,2.5,4.0,2798.0,6059.0,1973.0,676152.0,7670.82
3453,14173169,3.0,5.0,3174.0,6059.0,1999.0,849133.0,9576.64
3454,12330788,2.0,2.0,1913.0,6037.0,1953.0,95839.0,1320.25
3455,13075897,3.0,4.0,2334.0,6037.0,1974.0,680000.0,8469.56
3456,12497554,1.0,2.0,1110.0,6037.0,1929.0,274448.0,3351.06
3457,11350104,3.0,5.0,2355.0,6037.0,2001.0,325211.0,6236.21
3458,13087157,3.0,4.0,2001.0,6037.0,1977.0,261425.0,3730.68
3459,12486791,2.0,4.0,1665.0,6037.0,1951.0,80526.0,1287.2
3460,11537483,1.0,2.0,936.0,6037.0,1953.0,866785.0,963.15
3461,17127876,3.5,3.0,3830.0,6111.0,1987.0,648984.0,6921.34
3462,13093870,2.0,3.0,1066.0,6037.0,1955.0,315311.0,3868.29
3463,10875318,1.0,3.0,1026.0,6037.0,1948.0,104362.0,1296.8
3464,17127642,3.5,5.0,2785.0,6111.0,1969.0,148301.0,1668.2
3465,12910331,2.0,3.0,1608.0,6037.0,1961.0,424246.0,5049.79
3466,12608459,3.0,5.0,2388.0,6037.0,1963.0,143890.0,1850.98
3467,12856594,3.0,4.0,2295.0,6037.0,1964.0,243535.0,3107.11
3468,17053716,2.5,4.0,1962.0,6111.0,1978.0,244990.0,3385.08
3469,12153253,2.0,2.0,1320.0,6037.0,1948.0,481525.0,7301.17
3470,12262759,1.0,3.0,1026.0,6037.0,1950.0,319803.0,5735.58
3471,13980409,2.0,4.0,2227.0,6059.0,1956.0,1214890.0,13098.22
3472,13995333,1.5,3.0,1218.0,6059.0,1958.0,404763.0,4875.7
3473,11595838,5.0,4.0,4180.0,6037.0,1998.0,2387235.0,28617.45
3474,17245878,2.0,4.0,1806.0,6111.0,1964.0,372016.0,4365.62
3475,11521008,2.0,3.0,2090.0,6037.0,1979.0,746303.0,9271.71
3476,12974273,1.0,2.0,874.0,6037.0,1951.0,452000.0,5394.06
3477,13985503,2.0,4.0,2021.0,6059.0,1969.0,291343.0,3473.26
3478,14139812,2.0,4.0,2153.0,6059.0,1963.0,281285.0,3393.38
3479,11848585,2.0,4.0,1244.0,6037.0,1950.0,81131.0,1292.61
3480,17226149,4.0,4.0,3102.0,6111.0,1999.0,750759.0,8433.48
3481,14484312,2.5,4.0,2045.0,6059.0,1990.0,700000.0,8910.06
3482,10795264,3.0,3.0,1800.0,6037.0,1961.0,125461.0,1698.31
3483,12842138,2.0,4.0,1420.0,6037.0,1956.0,52758.0,928.21
3484,12280678,1.0,2.0,1081.0,6037.0,1940.0,41579.0,930.01
3485,14275460,1.0,2.0,721.0,6059.0,1939.0,101605.0,1413.64
3486,14463368,2.5,4.0,1855.0,6059.0,1999.0,466856.0,7021.42
3487,11873478,2.0,2.0,1032.0,6037.0,1931.0,316865.0,3852.29
3488,11638822,5.0,7.0,8790.0,6037.0,1926.0,23858374.0,276797.83
3489,11878328,2.0,2.0,1289.0,6037.0,1954.0,110352.0,1910.44
3490,17152049,2.0,3.0,1346.0,6111.0,1977.0,98291.0,1209.62
3491,11579627,3.0,3.0,2292.0,6037.0,1924.0,2944224.0,34124.91
3492,12434185,2.0,2.0,1084.0,6037.0,1924.0,217510.0,3042.06
3493,12938788,1.0,3.0,1056.0,6037.0,1951.0,57109.0,907.13
3494,13854093,2.5,3.0,2020.0,6059.0,1989.0,232589.0,2875.66
3495,11320485,3.0,4.0,3263.0,6037.0,1992.0,324441.0,5019.97
3496,13930828,3.0,4.0,2428.0,6059.0,1955.0,308688.0,3849.2
3497,11198023,2.0,3.0,1206.0,6037.0,1984.0,142966.0,2492.95
3498,11461283,1.0,3.0,984.0,6037.0,1944.0,746208.0,9027.9
3499,17295204,4.0,3.0,3293.0,6111.0,1977.0,1043394.0,11751.04
3500,12437053,2.0,3.0,1447.0,6037.0,1962.0,257357.0,3167.0
3501,13909029,2.5,4.0,2065.0,6059.0,1963.0,460812.0,5397.32
3502,11093570,4.0,4.0,2849.0,6037.0,1955.0,756648.0,9210.66
3503,13909453,2.0,3.0,1802.0,6059.0,1983.0,554010.0,6448.62
3504,12350968,2.0,3.0,1585.0,6037.0,1950.0,376187.0,4622.74
3505,12682202,3.0,5.0,1956.0,6037.0,1955.0,605621.0,6973.35
3506,11599545,1.0,2.0,776.0,6037.0,1947.0,282934.0,3445.24
3507,14452682,2.5,3.0,1690.0,6059.0,2000.0,665000.0,8335.92
3508,17269364,3.5,4.0,2860.0,6111.0,1999.0,859492.0,9193.82
3509,11941423,1.0,3.0,915.0,6037.0,1922.0,517766.0,6301.93
3510,14399966,2.0,3.0,1712.0,6059.0,1965.0,2030500.0,21524.32
3511,12242765,1.0,3.0,1044.0,6037.0,1952.0,256935.0,3606.46
3512,17225053,2.0,3.0,1822.0,6111.0,1990.0,489371.0,5701.84
3513,10725039,2.0,3.0,1600.0,6037.0,1961.0,258905.0,3291.54
3514,11889437,3.0,3.0,2136.0,6037.0,1954.0,1056810.0,13600.68
3515,11951097,3.0,5.0,3114.0,6037.0,1923.0,1053853.0,12749.05
3516,17300538,4.0,5.0,3912.0,6111.0,1977.0,977506.0,11286.0
3517,12439633,2.0,4.0,1383.0,6037.0,1954.0,326332.0,3964.05
3518,12667509,2.0,3.0,1394.0,6037.0,1950.0,805326.0,9711.85
3519,11914221,3.0,4.0,2225.0,6037.0,1941.0,974450.0,12883.96
3520,10845387,2.0,3.0,1345.0,6037.0,1939.0,452000.0,5531.28
3521,12938667,2.0,3.0,1241.0,6037.0,1955.0,471300.0,5449.18
3522,14482686,4.5,5.0,4170.0,6059.0,1996.0,1194000.0,12321.44
3523,11300723,2.0,3.0,1434.0,6037.0,1989.0,184000.0,3014.41
3524,12141134,2.0,4.0,1820.0,6037.0,1963.0,452258.0,5221.93
3525,14180370,3.0,3.0,2493.0,6059.0,1976.0,649355.0,7714.34
3526,14278946,2.0,3.0,1522.0,6059.0,1955.0,978580.0,10924.58
3527,17070400,2.0,4.0,1580.0,6111.0,1994.0,246865.0,3260.58
3528,10907781,3.0,4.0,2938.0,6037.0,1951.0,1188509.0,14402.58
3529,13849709,2.0,4.0,1833.0,6059.0,1956.0,476193.0,5068.92
3530,11070809,2.0,3.0,2028.0,6037.0,1957.0,265602.0,3366.14
3531,13930321,2.0,3.0,1187.0,6059.0,1953.0,72980.0,1145.1
3532,17070936,2.0,3.0,2179.0,6111.0,1978.0,242485.0,2618.62
3533,13934778,2.0,4.0,1606.0,6059.0,1954.0,58057.0,966.68
3534,10987238,2.0,3.0,1186.0,6037.0,1957.0,47163.0,13096.41
3535,13864905,2.5,3.0,2484.0,6059.0,1998.0,883267.0,9880.98
3536,11917115,2.0,3.0,1249.0,6037.0,1950.0,359190.0,4959.05
3537,12883464,2.0,3.0,1457.0,6037.0,1929.0,57435.0,987.47
3538,17200368,2.5,3.0,1762.0,6111.0,1987.0,603333.0,6719.48
3539,14090724,3.5,4.0,1480.0,6059.0,1959.0,332652.0,4152.08
3540,11870390,3.0,4.0,2132.0,6037.0,1977.0,190649.0,3149.4
3541,11312456,2.0,4.0,1553.0,6037.0,1994.0,155008.0,2803.79
3542,13863687,3.5,3.0,2564.0,6059.0,1990.0,1013215.0,11371.22
3543,12281960,1.0,2.0,810.0,6037.0,1950.0,293000.0,4048.18
3544,11904391,2.0,3.0,1402.0,6037.0,1954.0,643000.0,7498.82
3545,12527449,3.0,4.0,1926.0,6037.0,1925.0,1139087.0,13443.63
3546,12453456,3.0,4.0,1634.0,6037.0,2005.0,249342.0,3309.12
3547,12117165,2.0,3.0,1866.0,6037.0,1937.0,96578.0,8269.06
3548,10856719,2.0,5.0,2189.0,6037.0,1940.0,545421.0,6609.5
3549,11602928,4.0,4.0,4173.0,6037.0,1950.0,4142138.0,49784.95
3550,12203877,1.0,2.0,1216.0,6037.0,1922.0,109788.0,1486.04
3551,11426952,2.0,3.0,1192.0,6037.0,1954.0,181412.0,2401.24
3552,11602677,2.0,3.0,1736.0,6037.0,1946.0,1550000.0,18690.79
3553,12050587,2.0,2.0,1280.0,6037.0,1941.0,577826.0,6403.85
3554,12423587,3.0,4.0,1881.0,6037.0,1976.0,364675.0,4239.66
3555,11787908,1.0,0.0,470.0,6037.0,1912.0,67000.0,1559.76
3556,11602953,3.0,2.0,2239.0,6037.0,1938.0,1899747.0,25978.75
3557,12882670,1.0,5.0,1700.0,6037.0,1923.0,380718.0,4782.94
3558,12882868,1.0,2.0,950.0,6037.0,1934.0,295000.0,3651.02
3559,17082400,4.0,5.0,3686.0,6111.0,2006.0,1169000.0,12590.72
3560,14368405,2.5,4.0,2128.0,6059.0,1979.0,530412.0,7539.06
3561,12016314,4.0,4.0,3754.0,6037.0,1934.0,2976216.0,35995.42
3562,12885585,1.0,3.0,1106.0,6037.0,1960.0,46938.0,794.53
3563,11947680,3.0,4.0,3401.0,6037.0,2000.0,1587304.0,19215.04
3564,11751656,3.0,4.0,3848.0,6037.0,1925.0,1923665.0,23252.7
3565,12680449,2.0,3.0,1516.0,6037.0,1960.0,121317.0,1641.72
3566,13983086,2.0,3.0,1771.0,6059.0,1969.0,103473.0,2283.3
3567,10973002,1.0,2.0,1383.0,6037.0,1939.0,234787.0,3453.16
3568,14371707,2.5,4.0,2404.0,6059.0,1976.0,640196.0,6743.0
3569,12169471,4.0,3.0,3309.0,6037.0,1947.0,545818.0,6588.73
3570,17164550,1.0,3.0,1050.0,6111.0,1951.0,255408.0,2981.94
3571,10750595,7.0,5.0,7092.0,6037.0,1990.0,1853559.0,21282.36
3572,17090886,3.0,4.0,1808.0,6111.0,1994.0,637000.0,6683.3
3573,12525028,2.0,3.0,2404.0,6037.0,1939.0,180881.0,2410.94
3574,11501084,2.0,3.0,1820.0,6037.0,1963.0,1722092.0,19138.88
3575,12780386,2.0,3.0,1528.0,6037.0,1950.0,66839.0,1220.94
3576,12176503,3.0,3.0,1994.0,6037.0,1967.0,1079025.0,13345.24
3577,11448532,2.0,3.0,1869.0,6037.0,1950.0,361628.0,4254.98
3578,13902800,1.0,2.0,950.0,6059.0,1972.0,220328.0,2761.04
3579,13863022,4.0,3.0,2692.0,6059.0,2003.0,1345000.0,14981.6
3580,12752734,2.0,4.0,1907.0,6037.0,1958.0,121291.0,1798.32
3581,12819309,2.0,3.0,1170.0,6037.0,1957.0,47997.0,869.19
3582,11183358,2.0,4.0,1868.0,6037.0,1995.0,202725.0,3281.2
3583,11511578,2.0,3.0,1652.0,6037.0,1954.0,641441.0,7028.76
3584,10816840,4.0,4.0,3707.0,6037.0,1952.0,1073199.0,13163.59
3585,13948374,2.5,2.0,1454.0,6059.0,1978.0,206073.0,2581.76
3586,11849458,2.0,3.0,1436.0,6037.0,1953.0,244063.0,3294.15
3587,11317385,2.0,4.0,1640.0,6037.0,1998.0,148912.0,2642.22
3588,12940075,3.0,3.0,2624.0,6037.0,1983.0,388368.0,5037.0
3589,12411829,2.0,4.0,1234.0,6037.0,1955.0,52960.0,987.6
3590,14414511,3.0,4.0,3098.0,6059.0,1978.0,435695.0,4356.8
3591,10906273,2.0,2.0,1020.0,6037.0,1947.0,432902.0,5175.63
3592,10859344,4.0,5.0,3207.0,6037.0,1941.0,800641.0,9733.33
3593,11099763,2.0,3.0,2108.0,6037.0,1958.0,272367.0,3429.23
3594,12125251,2.0,3.0,2112.0,6037.0,1947.0,875853.0,10282.67
3595,14167985,3.0,4.0,2960.0,6059.0,1994.0,1389000.0,15506.26
3596,12312945,1.0,2.0,974.0,6037.0,1939.0,362250.0,4672.38
3597,14080922,3.0,4.0,2239.0,6059.0,1973.0,884200.0,9851.66
3598,11793269,1.0,2.0,1152.0,6037.0,1949.0,301947.0,6932.45
3599,12206403,1.0,2.0,780.0,6037.0,1927.0,109035.0,1421.01
3600,13005013,1.0,3.0,1122.0,6037.0,1961.0,51106.0,946.92
3601,17177628,3.0,5.0,2120.0,6111.0,2000.0,371360.0,4644.14
3602,17297540,2.0,4.0,1909.0,6111.0,1979.0,592754.0,7652.64
3603,13975629,4.5,4.0,4215.0,6059.0,1999.0,1355758.0,17318.12
3604,11774293,1.0,3.0,1182.0,6037.0,1905.0,238170.0,3001.06
3605,14499903,1.0,2.0,822.0,6059.0,1986.0,461938.0,4778.42
3606,17124334,2.0,4.0,1999.0,6111.0,1981.0,264587.0,2831.4
3607,17224893,5.5,6.0,4337.0,6111.0,2001.0,920959.0,9814.74
3608,14158948,2.5,2.0,1168.0,6059.0,1977.0,303031.0,3603.02
3609,13005618,2.0,3.0,1946.0,6037.0,1939.0,618000.0,8131.91
3610,11667524,2.0,2.0,1612.0,6037.0,1953.0,152390.0,1934.46
3611,11686283,4.0,5.0,4160.0,6037.0,1994.0,4744865.0,54559.34
3612,12069058,1.0,2.0,1237.0,6037.0,1922.0,622468.0,6771.2
3613,12669909,3.0,5.0,2300.0,6037.0,1951.0,1076954.0,12269.16
3614,12315033,2.0,3.0,1255.0,6037.0,1927.0,283502.0,3734.48
3615,11515357,3.0,3.0,1820.0,6037.0,1978.0,1241605.0,13344.71
3616,17263983,2.5,3.0,1760.0,6111.0,1995.0,528000.0,6104.0
3617,14465560,2.5,4.0,2449.0,6059.0,1969.0,465213.0,4655.5
3618,13035484,2.0,5.0,1646.0,6037.0,1956.0,492000.0,5827.61
3619,13840386,1.0,2.0,796.0,6059.0,1946.0,201244.0,2590.84
3620,14084984,1.0,2.0,1216.0,6059.0,1972.0,369282.0,4626.68
3621,17297254,2.0,4.0,1909.0,6111.0,1976.0,679060.0,8560.1
3622,11654346,6.0,5.0,4381.0,6037.0,1958.0,1794751.0,21724.53
3623,10968565,1.0,2.0,873.0,6037.0,1955.0,103274.0,1277.78
3624,10920753,1.0,2.0,1005.0,6037.0,1919.0,306190.0,3848.41
3625,11452224,2.0,3.0,1150.0,6037.0,1953.0,79685.0,1081.45
3626,11510029,2.0,3.0,1474.0,6037.0,1938.0,1861889.0,19789.74
3627,12826211,1.0,2.0,1110.0,6037.0,1952.0,222121.0,2857.09
3628,10816511,2.0,3.0,1604.0,6037.0,1951.0,539525.0,6568.05
3629,14234978,2.0,3.0,1471.0,6059.0,1957.0,398314.0,4389.9
3630,14082896,2.0,4.0,1318.0,6059.0,1964.0,222638.0,2723.72
3631,11139518,3.0,4.0,2267.0,6037.0,1965.0,598263.0,7884.51
3632,11203873,2.0,3.0,1327.0,6037.0,1980.0,121389.0,2313.56
3633,10849361,3.0,3.0,2186.0,6037.0,1950.0,720827.0,8684.8
3634,14201592,3.0,3.0,2807.0,6059.0,1987.0,785000.0,9170.94
3635,12966979,2.0,2.0,1092.0,6037.0,1941.0,156752.0,2386.1
3636,10776403,4.0,4.0,2212.0,6037.0,1920.0,185569.0,2445.6
3637,11207833,2.0,3.0,1064.0,6037.0,1956.0,89874.0,1954.29
3638,11545357,1.0,1.0,1040.0,6037.0,1924.0,243500.0,3007.83
3639,17194029,2.5,3.0,2678.0,6111.0,2002.0,931000.0,10310.9
3640,11325757,2.0,3.0,1448.0,6037.0,1985.0,157786.0,1916.14
3641,17196425,5.5,4.0,5851.0,6111.0,2005.0,1460000.0,16243.42
3642,12935989,2.0,3.0,1130.0,6037.0,1954.0,365282.0,4583.64
3643,12672119,2.0,3.0,1140.0,6037.0,1955.0,786818.0,9030.86
3644,17225018,3.0,4.0,2577.0,6111.0,1995.0,613199.0,6955.74
3645,11188224,2.0,4.0,1317.0,6037.0,1982.0,199717.0,3173.16
3646,11183878,2.0,3.0,1881.0,6037.0,1994.0,245244.0,3916.66
3647,12684027,1.0,3.0,1069.0,6037.0,1954.0,75888.0,1044.57
3648,11207743,1.0,3.0,1048.0,6037.0,1955.0,76766.0,1801.72
3649,10935073,5.0,4.0,4213.0,6037.0,2006.0,1853693.0,22488.67
3650,10865059,3.0,3.0,1766.0,6037.0,1956.0,623961.0,7611.24
3651,12450171,1.0,3.0,960.0,6037.0,1923.0,343153.0,4210.03
3652,14289135,2.0,3.0,1085.0,6059.0,1994.0,100833.0,1970.06
3653,12387401,2.0,3.0,1301.0,6037.0,1953.0,496000.0,6087.58
3654,13931290,2.0,3.0,1560.0,6059.0,1958.0,117904.0,1660.48
3655,11198587,2.0,4.0,1511.0,6037.0,1955.0,80408.0,1863.54
3656,11016725,2.0,3.0,1873.0,6037.0,1959.0,339756.0,4301.71
3657,12693475,2.0,3.0,2220.0,6037.0,1959.0,1847755.0,20431.14
3658,13843232,1.0,3.0,1686.0,6059.0,1925.0,48184.0,881.6
3659,12647884,2.0,3.0,1159.0,6037.0,1961.0,51727.0,637.09
3660,11451633,2.0,3.0,1356.0,6037.0,1956.0,95640.0,1267.4
3661,13986756,3.0,3.0,2351.0,6059.0,1955.0,378679.0,4434.34
3662,10907982,1.0,2.0,1062.0,6037.0,1945.0,276371.0,3395.63
3663,12232244,1.0,3.0,1296.0,6037.0,1924.0,301000.0,4012.74
3664,12772448,2.0,3.0,1415.0,6037.0,1951.0,383844.0,4708.31
3665,10827887,1.0,2.0,920.0,6037.0,1948.0,178639.0,2258.71
3666,11539568,1.0,2.0,760.0,6037.0,1952.0,616141.0,7427.63
3667,12489283,2.0,4.0,1692.0,6037.0,1944.0,93361.0,1296.01
3668,12080378,3.0,3.0,2714.0,6037.0,1987.0,388086.0,4335.1
3669,12414127,3.0,3.0,2280.0,6037.0,1967.0,143786.0,1860.03
3670,12674181,4.0,4.0,3842.0,6037.0,1989.0,1318510.0,14988.15
3671,11111222,2.0,4.0,1624.0,6037.0,1976.0,319795.0,4465.83
3672,12942457,2.0,3.0,1200.0,6037.0,1958.0,335579.0,4341.04
3673,14477090,3.0,3.0,3184.0,6059.0,1986.0,459184.0,4594.5
3674,17088200,1.0,2.0,1128.0,6111.0,1974.0,379728.0,4053.6
3675,13895489,4.0,4.0,3023.0,6059.0,1916.0,9323011.0,95633.26
3676,11004502,2.0,3.0,1443.0,6037.0,1953.0,367028.0,4515.74
3677,17209025,3.0,4.0,2382.0,6111.0,1968.0,148874.0,1595.96
3678,10893499,2.0,3.0,1450.0,6037.0,1953.0,647102.0,7833.03
3679,17134302,2.5,4.0,1796.0,6111.0,1965.0,89989.0,976.02
3680,11300973,3.0,3.0,2019.0,6037.0,1991.0,187741.0,3168.0
3681,11361672,2.0,3.0,1204.0,6037.0,1987.0,140171.0,1828.26
3682,12483186,2.0,3.0,1445.0,6037.0,1950.0,215800.0,2730.0
3683,10791380,2.0,4.0,2102.0,6037.0,1979.0,763941.0,9360.26
3684,12711656,4.0,4.0,4036.0,6037.0,1979.0,1410161.0,15857.98
3685,11444620,3.0,4.0,2427.0,6037.0,1967.0,103091.0,1410.66
3686,11287449,1.0,3.0,983.0,6037.0,1955.0,120415.0,2197.15
3687,10808807,1.0,2.0,1372.0,6037.0,1955.0,205268.0,2562.55
3688,13902992,2.5,3.0,1300.0,6059.0,1973.0,303543.0,3673.26
3689,11062465,3.0,4.0,2408.0,6037.0,1953.0,800000.0,9793.6
3690,11389009,2.0,3.0,1411.0,6037.0,1948.0,689000.0,8521.65
3691,11672249,5.0,4.0,5871.0,6037.0,2004.0,4467100.0,53731.03
3692,13894511,2.0,2.0,2261.0,6059.0,1995.0,211175.0,2168.32
3693,12712139,4.0,4.0,3034.0,6037.0,1981.0,1870000.0,20774.79
3694,12281652,2.0,3.0,1255.0,6037.0,1913.0,356000.0,4840.97
3695,12668213,1.0,3.0,1580.0,6037.0,1948.0,163387.0,2478.78
3696,11184833,2.0,4.0,2030.0,6037.0,1999.0,73680.0,1864.42
3697,12802336,2.0,3.0,1470.0,6037.0,1979.0,213926.0,2949.52
3698,11206026,2.0,2.0,1166.0,6037.0,1984.0,66349.0,1715.14
3699,12399149,2.0,3.0,1089.0,6037.0,1955.0,316213.0,4195.62
3700,14434641,2.5,3.0,1270.0,6059.0,1972.0,263015.0,2610.92
3701,12242220,1.0,2.0,985.0,6037.0,1954.0,41990.0,1005.98
3702,14320892,2.0,2.0,2132.0,6059.0,1978.0,333788.0,3509.52
3703,11215900,3.0,6.0,2996.0,6037.0,2004.0,288497.0,5790.45
3704,12397705,2.0,4.0,1277.0,6037.0,1951.0,320902.0,4240.86
3705,13889795,2.0,4.0,1341.0,6059.0,1953.0,603036.0,6992.04
3706,12755233,1.0,3.0,1035.0,6037.0,1948.0,305577.0,4046.16
3707,17216912,2.0,4.0,1548.0,6111.0,1976.0,560000.0,6276.08
3708,13889807,3.5,3.0,4895.0,6059.0,2002.0,2834346.0,30021.92
3709,14379860,3.0,4.0,2748.0,6059.0,1969.0,530519.0,5485.08
3710,12039974,2.0,4.0,2250.0,6037.0,1977.0,284163.0,3169.89
3711,12127677,3.0,3.0,2410.0,6037.0,1977.0,578502.0,6772.44
3712,11931944,4.0,4.0,2818.0,6037.0,1930.0,508072.0,6465.29
3713,11210218,3.0,4.0,1746.0,6037.0,1987.0,196750.0,3192.95
3714,12153898,0.0,0.0,682.0,6037.0,1972.0,29361.0,451.07
3715,12834848,2.0,3.0,1914.0,6037.0,1956.0,476344.0,5666.85
3716,11346845,3.0,4.0,3141.0,6037.0,2001.0,556745.0,7969.65
3717,13068323,2.0,4.0,1603.0,6037.0,1975.0,253163.0,3542.45
3718,11837135,1.0,3.0,1363.0,6037.0,1950.0,411037.0,5454.57
3719,17171128,3.0,4.0,2652.0,6111.0,1989.0,755936.0,8522.96
3720,11305549,3.0,4.0,2848.0,6037.0,2000.0,328000.0,4715.38
3721,12731816,2.0,5.0,2269.0,6037.0,1963.0,661000.0,7796.76
3722,14411494,2.0,3.0,1557.0,6059.0,1966.0,83003.0,787.8
3723,17267055,3.0,4.0,2035.0,6111.0,1979.0,283405.0,3079.8
3724,11261903,3.0,4.0,2652.0,6037.0,1990.0,311000.0,4585.12
3725,17153800,2.5,3.0,2619.0,6111.0,2006.0,503990.0,11055.94
3726,12222333,1.0,2.0,816.0,6037.0,1925.0,263965.0,3299.84
3727,10966555,2.0,4.0,1170.0,6037.0,1954.0,261073.0,3163.14
3728,11608276,6.0,6.0,5268.0,6037.0,2000.0,2286501.0,27702.21
3729,11294196,2.0,4.0,1814.0,6037.0,1965.0,183400.0,2973.46
3730,14185346,2.0,3.0,1473.0,6059.0,1966.0,68005.0,1007.36
3731,13924123,2.0,3.0,1710.0,6059.0,1958.0,240762.0,2961.26
3732,13973430,2.5,4.0,1512.0,6059.0,1956.0,396589.0,4772.3
3733,11640710,2.0,3.0,2152.0,6037.0,1955.0,1800000.0,21764.5
3734,14254980,2.0,2.0,1819.0,6059.0,1967.0,348173.0,4116.24
3735,12689381,6.0,5.0,7351.0,6037.0,1993.0,2920171.0,33738.11
3736,12416111,1.0,2.0,998.0,6037.0,1947.0,44679.0,830.35
3737,11184850,2.0,3.0,1410.0,6037.0,1993.0,152288.0,2781.07
3738,12332274,2.0,2.0,1406.0,6037.0,1935.0,66843.0,1011.09
3739,12913776,2.0,3.0,1720.0,6037.0,1956.0,389052.0,4833.61
3740,11261951,2.0,4.0,1958.0,6037.0,1989.0,188686.0,2993.85
3741,12769380,3.0,4.0,2042.0,6037.0,1987.0,287869.0,3808.55
3742,11097724,2.0,3.0,1313.0,6037.0,1956.0,441937.0,5332.26
3743,12071174,2.0,3.0,1873.0,6037.0,1929.0,709339.0,7809.85
